publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2027-04-10,21:00,SHT-20270410-4,short,Bobby Shafto's Gone to Sea,rhyme,a greenhouse full of seedlings and watering cans,"deep plum, sage, oatmeal",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270410-4 --rhyme bobby_shafto --format short
2027-04-11,09:00,VID-20270411-1,long,Diddle Diddle Dumpling,rhyme,a bakery window with warm light and round loaves,"denim blue, wheat, soft white",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270411-1 --rhyme diddle_dumpling --format long
2027-04-11,13:00,SHT-20270411-2,short,The Muffin Man,rhyme,a wildflower field with a low stone wall,"pine green, copper, bone",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270411-2 --rhyme muffin_man --format short
2027-04-11,17:00,VID-20270411-3,long,The Farmer in the Dell,rhyme,a train platform in a tiny country station,"mauve, straw, dove grey",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270411-3 --rhyme farmer_dell --format long
2027-04-11,21:00,SHT-20270411-4,short,Hickory Dickory Dock,rhyme,a hillside sheep pasture under drifting clouds,"seafoam, coral, linen",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270411-4 --rhyme hickory_dickory --format short
2027-04-12,09:00,VID-20270412-1,long,Frere Jacques (Are You Sleeping?),rhyme,a cobbled lane with window boxes and a blue door,"deep indigo, soft gold, cream",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270412-1 --rhyme frere_jacques --format long
2027-04-12,13:00,SHT-20270412-2,short,Lavender's Blue,rhyme,a frozen pond with soft snow on the reeds,"sage green, warm terracotta, oat",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270412-2 --rhyme lavenders_blue --format short
2027-04-12,17:00,VID-20270412-3,long,"Star Light, Star Bright",rhyme,"a rope bridge over a shallow, sunny stream","dusty blue, buttermilk, pale coral",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270412-3 --rhyme star_light --format long
2027-04-12,21:00,SHT-20270412-4,short,"Baa, Baa, Black Sheep",rhyme,a hay loft with warm light through the slats,"plum, mustard, soft grey",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270412-4 --rhyme baa_baa --format short
2027-04-13,09:00,VID-20270413-1,long,Cock-a-Doodle-Doo,rhyme,a quiet hilltop meadow under a wide evening sky,"forest green, cream, honey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270413-1 --rhyme cock_doodle --format long
2027-04-13,13:00,SHT-20270413-2,short,Humpty Dumpty,rhyme,a cosy wooden treehouse with round windows,"lavender, mint, warm white",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270413-2 --rhyme humpty --format short
2027-04-13,17:00,VID-20270413-3,long,Jack and Jill,rhyme,a small harbour where painted boats bob at their moorings,"soft teal, apricot, ivory",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270413-3 --rhyme jack_jill --format long
2027-04-13,21:00,SHT-20270413-4,short,Georgie Porgie,rhyme,a sunlit kitchen garden with tall sunflowers,"clay pink, olive, sand",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270413-4 --rhyme georgie_porgie --format short
2027-04-14,09:00,VID-20270414-1,long,"Twinkle, Twinkle, Little Star",rhyme,a snowy village square with warm lantern light,"midnight blue, silver, pale rose",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270414-1 --rhyme twinkle --format long
2027-04-14,13:00,SHT-20270414-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a riverbank where willows dip into slow water,"moss green, butter yellow, chalk",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270414-2 --rhyme peter_pumpkin --format short
2027-04-14,17:00,VID-20270414-3,long,The Muffin Man,rhyme,a friendly red barn at the edge of a green field,"russet, cream, slate blue",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270414-3 --rhyme muffin_man --format long
2027-04-14,21:00,SHT-20270414-4,short,There Was an Old Woman Who Lived in a Shoe,rhyme,a bright attic room full of soft toys and books,"periwinkle, peach, warm grey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270414-4 --rhyme old_woman_shoe --format short
2027-04-15,09:00,VID-20270415-1,long,Wee Willie Winkie,rhyme,a windmill on a low hill with long grass,"deep plum, sage, oatmeal","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270415-1 --rhyme wee_willie --format long
2027-04-15,13:00,SHT-20270415-2,short,Polly Put the Kettle On,rhyme,a duck pond ringed with smooth grey stones,"denim blue, wheat, soft white",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270415-2 --rhyme polly_kettle --format short
2027-04-15,17:00,VID-20270415-3,long,Little Bo-Peep,rhyme,an orchard of short apple trees in soft afternoon light,"pine green, copper, bone",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270415-3 --rhyme bo_peep --format long
2027-04-15,21:00,SHT-20270415-4,short,Little Jack Horner,rhyme,a lighthouse keeper's cottage above a calm bay,"mauve, straw, dove grey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270415-4 --rhyme jack_horner --format short
2027-04-16,09:00,VID-20270416-1,long,Ding Dong Bell,rhyme,"a market square with striped awnings, early morning","seafoam, coral, linen",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270416-1 --rhyme ding_dong_bell --format long
2027-04-16,13:00,SHT-20270416-2,short,Hot Cross Buns,rhyme,a mossy woodland clearing with dappled sunlight,"deep indigo, soft gold, cream",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270416-2 --rhyme hot_cross_buns --format short
2027-04-16,17:00,VID-20270416-3,long,Bobby Shafto's Gone to Sea,rhyme,a sandy cove with gentle waves and rock pools,"sage green, warm terracotta, oat",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270416-3 --rhyme bobby_shafto --format long
2027-04-16,21:00,SHT-20270416-4,short,Diddle Diddle Dumpling,rhyme,a greenhouse full of seedlings and watering cans,"dusty blue, buttermilk, pale coral",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270416-4 --rhyme diddle_dumpling --format short
2027-04-17,09:00,VID-20270417-1,long,The Grand Old Duke of York,rhyme,a bakery window with warm light and round loaves,"plum, mustard, soft grey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270417-1 --rhyme duke_york --format long
2027-04-17,13:00,SHT-20270417-2,short,Three Blind Mice,rhyme,a wildflower field with a low stone wall,"forest green, cream, honey",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270417-2 --rhyme three_mice --format short
2027-04-17,17:00,VID-20270417-3,long,Georgie Porgie,rhyme,a train platform in a tiny country station,"lavender, mint, warm white",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270417-3 --rhyme georgie_porgie --format long
2027-04-17,21:00,SHT-20270417-4,short,Pop Goes the Weasel,rhyme,a hillside sheep pasture under drifting clouds,"soft teal, apricot, ivory",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270417-4 --rhyme pop_weasel --format short
2027-04-18,09:00,VID-20270418-1,long,There Was an Old Woman Who Lived in a Shoe,rhyme,a cobbled lane with window boxes and a blue door,"clay pink, olive, sand",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270418-1 --rhyme old_woman_shoe --format long
2027-04-18,13:00,SHT-20270418-2,short,"Row, Row, Row Your Boat",rhyme,a frozen pond with soft snow on the reeds,"midnight blue, silver, pale rose",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270418-2 --rhyme row_row --format short
2027-04-18,17:00,VID-20270418-3,long,Yankee Doodle,rhyme,"a rope bridge over a shallow, sunny stream","moss green, butter yellow, chalk",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270418-3 --rhyme yankee_doodle --format long
2027-04-18,21:00,SHT-20270418-4,short,The Farmer in the Dell,rhyme,a hay loft with warm light through the slats,"russet, cream, slate blue",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270418-4 --rhyme farmer_dell --format short
2027-04-19,09:00,VID-20270419-1,long,"Mary, Mary, Quite Contrary",rhyme,a quiet hilltop meadow under a wide evening sky,"periwinkle, peach, warm grey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270419-1 --rhyme mary_contrary --format long
2027-04-19,13:00,SHT-20270419-2,short,Mary Had a Little Lamb,rhyme,a cosy wooden treehouse with round windows,"deep plum, sage, oatmeal",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270419-2 --rhyme mary_lamb --format short
2027-04-19,17:00,VID-20270419-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"denim blue, wheat, soft white",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270419-3 --rhyme itsy_bitsy --format long
2027-04-19,21:00,SHT-20270419-4,short,"One, Two, Buckle My Shoe",counting,a sunlit kitchen garden with tall sunflowers,"pine green, copper, bone","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270419-4 --rhyme one_two_buckle --format short
2027-04-20,09:00,VID-20270420-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"mauve, straw, dove grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270420-1 --rhyme one_two_buckle --format long
2027-04-20,13:00,SHT-20270420-2,short,London Bridge Is Falling Down,rhyme,a riverbank where willows dip into slow water,"seafoam, coral, linen",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270420-2 --rhyme london_bridge --format short
2027-04-20,17:00,VID-20270420-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"deep indigo, soft gold, cream",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270420-3 --rhyme old_king_cole --format long
2027-04-20,21:00,SHT-20270420-4,short,Oranges and Lemons,rhyme,a bright attic room full of soft toys and books,"sage green, warm terracotta, oat",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270420-4 --rhyme oranges_lemons --format short
2027-04-21,09:00,VID-20270421-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"dusty blue, buttermilk, pale coral",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270421-1 --rhyme simple_simon --format long
2027-04-21,13:00,SHT-20270421-2,short,"Star Light, Star Bright",rhyme,a duck pond ringed with smooth grey stones,"plum, mustard, soft grey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270421-2 --rhyme star_light --format short
2027-04-21,17:00,VID-20270421-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"forest green, cream, honey",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270421-3 --rhyme baa_baa --format long
2027-04-21,21:00,SHT-20270421-4,short,Frere Jacques (Are You Sleeping?),rhyme,a lighthouse keeper's cottage above a calm bay,"lavender, mint, warm white",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270421-4 --rhyme frere_jacques --format short
2027-04-22,09:00,VID-20270422-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","soft teal, apricot, ivory",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270422-1 --rhyme rock_a_bye --format long
2027-04-22,13:00,SHT-20270422-2,short,Old King Cole,rhyme,a mossy woodland clearing with dappled sunlight,"clay pink, olive, sand",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270422-2 --rhyme old_king_cole --format short
2027-04-22,17:00,VID-20270422-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"midnight blue, silver, pale rose",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270422-3 --rhyme jack_nimble --format long
2027-04-22,21:00,SHT-20270422-4,short,"Rain, Rain, Go Away",rhyme,a greenhouse full of seedlings and watering cans,"moss green, butter yellow, chalk",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270422-4 --rhyme rain_go_away --format short
2027-04-23,09:00,VID-20270423-1,long,Little Jack Horner,rhyme,a bakery window with warm light and round loaves,"russet, cream, slate blue",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270423-1 --rhyme jack_horner --format long
2027-04-23,13:00,SHT-20270423-2,short,Yankee Doodle,rhyme,a wildflower field with a low stone wall,"periwinkle, peach, warm grey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270423-2 --rhyme yankee_doodle --format short
2027-04-23,17:00,VID-20270423-3,long,Hickory Dickory Dock,rhyme,a train platform in a tiny country station,"deep plum, sage, oatmeal",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270423-3 --rhyme hickory_dickory --format long
2027-04-23,21:00,SHT-20270423-4,short,Jack Be Nimble,rhyme,a hillside sheep pasture under drifting clouds,"denim blue, wheat, soft white",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270423-4 --rhyme jack_nimble --format short
2027-04-24,09:00,VID-20270424-1,long,Old MacDonald Had a Farm,rhyme,a cobbled lane with window boxes and a blue door,"pine green, copper, bone",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270424-1 --rhyme old_macdonald --format long
2027-04-24,13:00,SHT-20270424-2,short,"Twinkle, Twinkle, Little Star",rhyme,a frozen pond with soft snow on the reeds,"mauve, straw, dove grey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270424-2 --rhyme twinkle --format short
2027-04-24,17:00,VID-20270424-3,long,Three Blind Mice,rhyme,"a rope bridge over a shallow, sunny stream","seafoam, coral, linen","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270424-3 --rhyme three_mice --format long
2027-04-24,21:00,SHT-20270424-4,short,Little Bo-Peep,rhyme,a hay loft with warm light through the slats,"deep indigo, soft gold, cream",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270424-4 --rhyme bo_peep --format short
2027-04-25,09:00,VID-20270425-1,long,Curly Locks,rhyme,a quiet hilltop meadow under a wide evening sky,"sage green, warm terracotta, oat",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270425-1 --rhyme curly_locks --format long
2027-04-25,13:00,SHT-20270425-2,short,Cock-a-Doodle-Doo,rhyme,a cosy wooden treehouse with round windows,"dusty blue, buttermilk, pale coral",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20270425-2 --rhyme cock_doodle --format short
2027-04-25,17:00,VID-20270425-3,long,"Hush, Little Baby",lullaby,a small harbour where painted boats bob at their moorings,"plum, mustard, soft grey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20270425-3 --rhyme hush_little_baby --format long
